"","Symbol","Price/Book Ratio","CurrentRatio","P.E.Ratio","Ask","BookPrice","Name","Market.Capitalization","Earnings.Share","Shares.Outstanding","date","cash","netReceivables","totalCurrentAssets","longTermInvestments","propertyPlantEquipment","goodWill","intangibleAssets","otherAssets","deferredLongTermAssetCharges","totalAssets","otherCurrentLiab","otherLiab","minorityInterest","totalCurrentLiabilities","totalLiab","commonStock","retainedEarnings","treasuryStock","capitalSurplus","otherStockholderEquity","totalStockholderEquity","netTangibleAssets","otherCurrentAssets","accountsPayable","deferredLongTermLiab","shortLongTermDebt","shortTermInvestments","inventory","longTermDebt","X.ticker."
"1","AACG",-0.579779011012838,0.285084194851525,NA,1.94,-3.25917292657974,"ATA Creativity Global",59289792,-0.312,31376900,"2021-09-30",75232602,5e+05,80340589,3.8e+07,84591774,194754963,97661111,28702127,2665776,524050564,223142487,21171739,3977918,281813550,329919315,4720147,-307606020,-47474256,540513460,-37430740,190153331,-102262743,NA,NA,NA,NA,NA,NA,NA,"AACG"
"2","AACI",224.045830921594,4.38780635994393,NA,10.14,0.0439642193196359,"Armada Acquisition Corp. I",203988576,-0.085,20709500,"2021-09-30",657590,NA,917170,150001052,NA,NA,NA,201282,NA,151119504,89889,1.5e+08,NA,209027,150209027,683,-468899,NA,1378693,NA,910477,910477,NA,93467,NA,NA,NA,NA,NA,"AACI"
"3","AADI",3.31075640790234,14.0069162271981,NA,23.9,7.03766631568871,"Aadi Bioscience, Inc.",486830176,-8.896,20894000,"2021-09-30",161375000,NA,162018000,NA,611000,NA,3880000,2263000,NA,168772000,22000,5757000,NA,11567000,17847000,2000,-126695000,NA,277618000,NA,150925000,147045000,NA,5205000,NA,NA,NA,NA,NA,"AADI"
"4","AAL",-0.923207693627089,1.01357059879607,NA,19.28,-20.8891241490161,"American Airlines Group, Inc.",12487307264,-5.184,647513984,"2021-09-30",2.93e+08,1.332e+09,1.9195e+10,1.53e+08,3.6975e+10,4.091e+09,1.998e+09,6.025e+09,3.582e+09,6.8437e+10,9.241e+09,1.4321e+10,NA,1.8938e+10,7.5874e+10,6e+06,-7.707e+09,-6.957e+09,7.221e+09,-6.957e+09,-7.437e+09,-1.3526e+10,9.23e+08,1.835e+09,NA,2.405e+09,1.4243e+10,1.851e+09,3.547e+10,"AAL"
"5","AAME",0.419746106145739,1.32837396430848,4.6091204,2.98,6.74217070848832,"Atlantic American Corporation",57671436,0.614,20378600,"2021-09-30",14327000,22479000,66695000,284032000,4320000,NA,41039000,7991000,321000,404077000,29923000,175834000,NA,50208000,264082000,22401000,48699000,11399000,57441000,18889000,139940000,137396000,29889000,20030000,NA,NA,NA,NA,33738000,"AAME"
"6","AAOI",0.462651173215992,2.14892591203729,NA,4.31,9.31587392298224,"Applied Optoelectronics, Inc.",117652656,-2.041,27297600,"2021-09-30",43534000,52447000,200570000,NA,249794000,NA,9667000,2493000,NA,462524000,2142000,NA,NA,93335000,198556000,27000,-128131000,13865000,378207000,13865000,263968000,254301000,5365000,28333000,NA,41254000,NA,94507000,97743000,"AAOI"
"7","AAON",9.62731569323763,3.64680753577878,54.81955,73.27,7.57324330510414,"AAON, Inc.",3822525696,1.33,52428000,"2021-09-30",101813000,60787000,270615000,NA,242002000,3229000,NA,557000,NA,516403000,19121000,41918000,NA,74206000,116124000,210000,388103000,NA,11966000,NA,400279000,397050000,660000,25940000,NA,NA,NA,104553000,NA,"AAON"
"8","AAPL",45.4095775751466,1.0745531195958,31.263813,175.45,3.86240094386995,"Apple Inc.",2864890249216,5.61,16334399488,"2021-09-25",3.494e+10,5.1506e+10,1.34836e+11,1.27877e+11,4.9527e+10,NA,NA,3.8762e+10,NA,3.51002e+11,5.3577e+10,4.305e+10,NA,1.25481e+11,2.87912e+11,5.7365e+10,5.562e+09,1.63e+08,NA,1.63e+08,6.309e+10,6.309e+10,1.4111e+10,5.4763e+10,NA,9.613e+09,2.7699e+10,6.58e+09,1.09106e+11,"AAPL"
"9","AATC",1.64437099199612,18.1515994436718,11.750465,6.38,3.83733354181325,"Autoscope Technologies Corporat",33898708,0.537,5372220,"2021-09-30",8502000,2497000,13051000,NA,303000,NA,NA,7981000,5222000,21335000,354000,NA,NA,719000,720000,54000,-4294000,-250000,25105000,-250000,20615000,20615000,NA,167000,2759000,NA,NA,1485000,NA,"AATC"
"10","AAWW",0.96993223587068,0.800307567461274,5.051717,86.37,88.1195591887916,"Atlas Air Worldwide Holdings",2481048832,16.919,29028300,"2021-09-30",773911000,283362000,1155833000,NA,4402573000,NA,66303000,640234000,NA,6264943000,147065000,335591000,NA,1444236000,3640679000,345000,1923707000,-226641000,926853000,-1314000,2624264000,2557961000,15730000,92708000,347559000,703650000,NA,NA,1669248000,"AAWW"
"11","ABCB",1.99543548342396,0.280032727481397,9.820788,55.07,27.4626769220165,"Ameris Bancorp",3816008960,5.58,69635200,"2021-09-30",3752440000,NA,5275254000,776574000,226430000,928005000,254735000,15072143000,4329000,22533141000,NA,243175000,NA,18837991000,19632371000,72016000,934979000,-29189000,1922964000,21885000,2900770000,1912369000,1493005000,18833489000,NA,NA,NA,4746000,551205000,"ABCB"
"12","ABCL",4.1763998098313,16.2212557266544,17.39115,11.27,2.68171155530271,"AbCellera Biologics Inc.",3153678848,0.644,281580992,"2021-09-30",517694000,43633000,803747000,32407000,91584000,49457000,148821000,46716000,NA,1172732000,33629000,140827000,NA,49549000,219335000,718088000,207720000,644000,26945000,644000,953397000,755119000,NA,8908000,NA,NA,235785000,1332000,1695000,"ABCL"
"13","ABCM",14.8142011390285,4.77877428998505,197.14285,19.46,1.30415406931022,"Abcam plc",4422039040,0.098,228884000,"2021-06-30",219900000,53300000,319700000,3500000,1.6e+08,1.81e+08,155200000,5100000,5100000,824500000,1700000,20500000,NA,66900000,189800000,5e+05,282200000,86500000,265500000,88800000,634700000,298500000,6e+05,57100000,NA,NA,NA,45900000,NA,"ABCM"
"14","ABEO",0.895084269050474,2.56506629395988,NA,0.2877,0.312819708357773,"Abeona Therapeutics Inc.",41053040,-0.567,146618000,"2021-09-30",43781000,NA,67905000,NA,16076000,32466000,1413000,1159000,NA,119019000,20296000,8360000,NA,26473000,39275000,1019000,-608957000,-9000,687691000,-9000,79744000,45865000,NA,1861000,NA,NA,23217000,NA,NA,"ABEO"
"15","ABGI",-42.4750875525945,4.34427768879928,NA,9.88,-0.285573835786282,"ABG Acquisition Corp. I",188815696,-0.099,15566300,"2021-09-30",617654,NA,1068701,NA,NA,NA,NA,150654723,NA,151723424,NA,155922750,NA,246002,156168752,427,-4445755,NA,NA,NA,-4445328,-4445328,NA,39468,NA,NA,NA,NA,NA,"ABGI"
"16","ABIO",0.519374628975265,18.7510999371464,NA,2.07,3.92780063982901,"ARCA biopharma, Inc.",29396604,-1.485,14410100,"2021-09-30",58313000,NA,59666000,NA,508000,NA,NA,18000,NA,60192000,NA,NA,NA,3182000,3592000,14000,-167800000,NA,224386000,NA,56600000,56600000,1353000,1131000,NA,NA,NA,NA,NA,"ABIO"
"17","ABMD",11.163582069222,7.64314781357984,96.0132,314.56,28.0120665970658,"ABIOMED, Inc.",14227750912,3.257,45497500,"2021-09-30",241882000,89568000,871487000,327493000,202283000,78166000,31918000,18687000,2975000,1530034000,29813000,25380000,NA,114022000,145471000,455000,858435000,-314714000,840387000,-14556000,1384563000,1274479000,NA,27621000,15712000,NA,408677000,85986000,2767000,"ABMD"
"18","ABNB",28.7864679371335,1.86313949903908,NA,169.78,10.7758228957627,"Airbnb, Inc.",107584069632,-7.886,346824000,"2021-09-30",5994698000,113749000,12220917000,89551000,453934000,653639000,57981000,105981000,NA,13582003000,5274682000,208335000,NA,6559314000,9133069000,62000,-6412242000,-3152000,10864266000,-3152000,4448934000,3737314000,3978402000,97093000,NA,NA,1926005000,NA,1981496000,"ABNB"
"19","ABOS",0.887932533424751,137.617864338482,NA,5.22,5.76620385813794,"Acumen Pharmaceuticals, Inc.",207207936,-9.312,40470300,"2021-09-30",135802000,109000,204913000,29910000,13000,NA,NA,13000,NA,234849000,119000,NA,NA,1489000,1489000,4000,-119222000,-28000,352606000,-28000,233360000,233360000,2293000,382000,NA,NA,64162000,248000,NA,"ABOS"
"20","ABSI",2.06048410395743,9.93999603279556,NA,7.07,3.3390212562051,"Absci Corporation",637029568,-2.684,92591504,"2021-09-30",279262000,714000,300665000,NA,51468000,23013000,55835000,18138000,NA,449119000,1968000,15776000,NA,30248000,61106000,9000,-165859000,-15000,553878000,-15000,388013000,309165000,10512000,6372000,NA,2400000,NA,NA,1712000,"ABSI"
"21","ABST",-1.17478573633485,0.7409657638884,NA,8.38,-7.0225569342802,"Absolute Software Corporation",411019936,-0.137,49820600,"2021-09-30",55509000,34380000,105249000,NA,17536000,236402000,131009000,38462000,31157000,528658000,113939000,93991000,NA,142043000,511115000,153530000,-182210000,46223000,NA,46487000,17543000,-349868000,8544000,3403000,6655000,1671000,360000,NA,265443000,"ABST"
"22","ABTX",1.60891990247878,0.165454536801645,11.920086,44.7,27.6314606741573,"Allegiance Bancshares, Inc.",900139200,3.729,20247500,"2021-09-30",903761000,NA,938681000,1219802000,65140000,223642000,15482000,4297014000,NA,6759761000,NA,31235000,NA,5673347000,5961169000,20218000,247966000,22460000,507948000,22460000,798592000,559468000,33523000,5666878000,NA,NA,NA,1397000,248669000,"ABTX"
"23","ABUS",-14.5434016800182,12.5122120043508,NA,3.32,-0.227938417697383,"Arbutus Biopharma Corporation",448416704,-0.917,135268992,"2021-09-30",77883000,1667000,126536000,30534000,8526000,NA,NA,NA,NA,165596000,NA,22988000,NA,10113000,35456000,1065710000,-1112452000,-48187000,64096000,-48187000,-30833000,-30833000,NA,1042000,NA,NA,43520000,NA,NA,"ABUS"
"24","ABVC",11.751389635859,2.06783342250965,NA,3.64,0.300390011674485,"ABVC Biopharma, Inc.",100991184,-0.418,28609400,"2021-09-30",3715609,882900,7111031,1006533,2082044,NA,NA,2155208,1993789,12354816,103599,9880,-1004237,3438880,4765075,27935,-30548946,-10601422,49716411,-1501422,8593978,8593978,1525279,16497,NA,NA,111320,60007,104167,"ABVC"
"25","ACAD",6.28047237611451,7.265149969394,NA,22.4,3.52680459827316,"ACADIA Pharmaceuticals Inc.",3560745216,-1.2,160756000,"2021-09-30",94640000,61668000,640917000,NA,68613000,NA,NA,8143000,NA,717673000,NA,4823000,NA,88218000,150718000,16000,-2110482000,-1000,2677422000,-1000,566955000,566955000,NA,7722000,NA,NA,445651000,14336000,NA,"ACAD"
"26","ACAH",-18.2634974804037,0.338516070564789,NA,9.9,-0.672790086956522,"Atlantic Coastal Acquisition Co",423918752,NA,34500000,"2021-09-30",212592,NA,757906,NA,NA,NA,NA,345006410,NA,345764316,NA,366736667,NA,2238907,368975574,863,-23212121,NA,NA,NA,-23211258,-23211258,10000,2238907,NA,NA,NA,NA,NA,"ACAH"
"27","ACB",1.46844705062824,5.42390816818114,NA,5.77,3.88165143168473,"Aurora Cannabis Inc.",1129899520,-2.525,198228000,"2021-09-30",372791000,54492000,653006000,5090000,583865000,888440000,367080000,62835000,NA,2560316000,23266000,51703000,NA,120394000,535344000,6424173000,-4332969000,-66232000,NA,-66232000,2024972000,769452000,61713000,8584000,NA,37280000,2482000,155818000,302271000,"ACB"
"28","ACBI",1.93484893023256,0.274338239465946,13.907508,32.95,16.9418903012603,"Atlantic Capital Bancshares, In",665588032,2.357,20304700,"2021-09-30",977741000,NA,1025078000,802164000,18517000,19925000,2573000,2342059000,NA,4210316000,NA,24794000,NA,3736548000,3846391000,207214000,152619000,4092000,NA,4092000,363925000,3.44e+08,33914000,3727321000,NA,NA,NA,NA,74024000,"ACBI"
"29","ACCD",-31.0124637252771,2.20775506224201,NA,21.74,-0.687143061960859,"Accolade, Inc.",1426883456,-1.747,66958400,"2021-11-30",365982000,25903000,407556000,NA,11965000,579581000,255129000,9121000,NA,1263352000,134686000,9791000,NA,184602000,474652000,7000,-460088000,NA,1248781000,NA,788700000,-46010000,2957000,5744000,7425000,NA,NA,NA,280259000,"ACCD"
"30","ACER",-5.92471215563367,0.80898841941284,NA,2.32,-0.383140976366508,"Acer Therapeutics Inc.",32484154,-1.244,14310200,"2021-09-30",14151496,NA,24581732,NA,321209,7647267,NA,NA,NA,32550208,27035794,NA,NA,30385765,30385765,1431,-110089311,NA,112252323,NA,2164443,-5482824,9323586,1089061,NA,NA,NA,NA,NA,"ACER"
"31","ACET",2.91156278759317,9.93535343450479,NA,15.15,5.05226961515666,"Adicet Bio, Inc.",575796480,-2.013,39143200,"2021-09-30",192226000,2711000,199025000,NA,32260000,19462000,NA,6448000,NA,257195000,10088000,116000,NA,20032000,39971000,3000,-152511000,NA,369732000,NA,217224000,197762000,1000,4631000,1e+05,NA,NA,NA,NA,"ACET"
"32","ACEV",-12.2478899320749,0.0402473529004971,NA,10,-1.01956330434783,"ACE Convergence Acquisition Cor",287212480,-0.114,2.3e+07,"2021-09-30",15842,NA,188564,NA,NA,NA,NA,230152372,NA,230340936,NA,249105764,NA,4685128,253790892,575,-23450531,NA,NA,NA,-23449956,-23449956,NA,4375918,NA,NA,NA,NA,NA,"ACEV"
"33","ACGL",1.56795505616427,2.20698636688876,9.490023,47.07,30.026373019672,"Arch Capital Group Ltd.",18179190784,4.961,386134016,"2021-09-30",1137721000,4716729000,16800836000,23232262000,NA,NA,1856987000,2893651000,NA,44783736000,6208640000,21049255000,10237000,7612569000,31385973000,648000,13842787000,-3347815000,2061906000,49184000,12557526000,11594204000,5935830000,1403929000,NA,NA,3185646000,NA,2724149000,"ACGL"
"34","ACGLN",NA,2.20698636688876,5.154203,25.67,NA,"Arch Capital Group Ltd. - Depos",NA,4.961,NA,"2021-09-30",1137721000,4716729000,16800836000,23232262000,NA,NA,1856987000,2893651000,NA,44783736000,6208640000,21049255000,10237000,7612569000,31385973000,648000,13842787000,-3347815000,2061906000,49184000,12557526000,11594204000,5935830000,1403929000,NA,NA,3185646000,NA,2724149000,"ACGLN"
"35","ACGLO",1.2970158179035,2.20698636688876,5.198549,25.79,28.7740917851269,"Arch Capital Group Ltd. - Depos",15037865984,4.961,402939008,"2021-09-30",1137721000,4716729000,16800836000,23232262000,NA,NA,1856987000,2893651000,NA,44783736000,6208640000,21049255000,10237000,7612569000,31385973000,648000,13842787000,-3347815000,2061906000,49184000,12557526000,11594204000,5935830000,1403929000,NA,NA,3185646000,NA,2724149000,"ACGLO"
"36","ACHC",19.5616817074896,1.40632345794114,NA,56.44,2.9084922989339,"Acadia Healthcare Company, Inc.",5116886016,-7.495,89935600,"2021-09-30",196313000,305435000,567159000,NA,1768187000,2103503000,69366000,86512000,3112000,4594727000,75367000,164223000,62074000,403292000,2098207000,890000,-190029000,NA,2623585000,NA,2434446000,261577000,32425000,85924000,NA,15938000,NA,4322000,1413407000,"ACHC"
"37","ACHL",0.568245918671688,19.4114278276715,NA,4.44,7.51435221101629,"Achilles Therapeutics plc",173376944,-2.884,40603500,"2021-09-30",281875000,NA,298276000,NA,28316000,NA,NA,3407000,4000,329999000,36000,643000,NA,15366000,24890000,54000,-100881000,5878000,400058000,5878000,305109000,305109000,NA,2460000,NA,NA,NA,NA,NA,"ACHL"
"38","ACHV",2.49206293596922,11.2916124837451,NA,8.48,3.38169616884257,"Achieve Life Sciences, Inc.",79668760,-4.503,9453540,"2021-09-30",33312000,151000,34733000,NA,1e+05,1034000,1697000,235000,NA,37799000,1000,NA,NA,3076000,3099000,79000,-86435000,4000,121052000,4000,34700000,31969000,NA,815000,NA,NA,NA,NA,NA,"ACHV"
"39","ACIU",1.95818713208832,13.7366237783871,NA,4.88,2.46656706866999,"AC Immune SA",350948256,-1.064,72660096,"2021-09-30",93584000,433000,195376000,NA,7626000,NA,NA,394000,NA,203396000,123000,7960000,NA,14223000,24175000,1589000,-181665000,-124000,359421000,NA,179221000,179221000,4424000,215000,NA,NA,9.5e+07,NA,NA,"ACIU"
"40","ACIW",-7.66180234333516,1.25893451651244,49.53911,35.65,-4.629459197387,"ACI Worldwide, Inc.",4170066176,0.716,117566000,"2021-09-30",141482000,299336000,1011535000,1.9e+07,111127000,1280226000,459595000,303007000,64775000,3184490000,648741000,104544000,NA,803485000,1988936000,702000,1021810000,-510002000,683044000,-98318000,1195554000,-544267000,540897000,35318000,NA,43867000,NA,NA,1035553000,"ACIW"
"41","ACLS",4.61026391937132,4.15571996063997,31.473335,71.85,15.3602927491159,"Axcelis Technologies, Inc.",2358975232,2.25,33311800,"2021-09-30",271085000,78257000,570144000,NA,60590000,NA,NA,80244000,44206000,710978000,73353000,11212000,NA,137195000,199299000,33000,-50017000,1750000,559913000,1750000,511679000,511679000,NA,35499000,NA,NA,NA,196812000,NA,"ACLS"
"42","ACMR",10.2086993075676,1.93306080212287,59.573654,86.12,9.14579578820901,"ACM Research, Inc.",1663037952,1.431,17811900,"2021-09-30",65036000,97952000,377347000,7408000,14604000,NA,10112000,60038000,15795000,469509000,66466000,6596000,69491000,195207000,227002000,2000,56479000,5759000,110776000,5759000,173016000,162904000,NA,92825000,NA,2351000,NA,176609000,23080000,"ACMR"
"43","ACNB",1.34111769409745,0.295153535545532,9.787844,34.75,25.4563793045944,"ACNB Corporation",296849696,3.488,8695070,"2021-09-30",722782000,NA,726717000,422729000,35083000,42108000,6387000,1559768000,NA,2792792000,NA,15670000,NA,2462166000,2522952000,21963000,165001000,-11651000,94527000,-10503000,269840000,221345000,3935000,2417561000,NA,NA,NA,NA,41700000,"ACNB"
"44","ACOR",-0.14373331994466,1.42181892750948,NA,2.35,-16.0018567781329,"Acorda Therapeutics, Inc.",25765060,-17.041,11202200,"2021-09-30",36168000,13587000,97069000,NA,12877000,NA,343731000,12410000,NA,466087000,9297000,53678000,NA,68271000,301612000,11000,-849789000,-2195000,1016448000,-1557000,164475000,-179256000,15527000,15500000,NA,NA,NA,20595000,175376000,"ACOR"
"45","ACQR",-17.2314926687298,14.5165724099132,NA,9.75,-0.708345023735058,"Independence Holdings Corp.",602962496,NA,49399500,"2021-09-30",1435699,NA,2451341,NA,NA,NA,NA,495938352,NA,498389693,NA,533212718,NA,168865,533381583,1240,-34993130,NA,NA,NA,-34991890,-34991890,NA,66490,NA,NA,NA,NA,NA,"ACQR"
"46","ACRS",3.23504002596485,11.5355120802736,NA,11.23,3.4219049345635,"Aclaris Therapeutics, Inc.",677786176,-1.553,61227300,"2021-09-30",53602000,811000,205782000,45735000,4785000,NA,7067000,125000,NA,263494000,5273000,26691000,NA,17839000,46913000,1000,-572603000,-3000,789186000,-3000,216581000,209514000,NA,7564000,NA,NA,144280000,NA,NA,"ACRS"
"47","ACRX",-1.43473466446619,3.03181019332162,NA,0.539,-0.360554480007375,"AcelRx Pharmaceuticals, Inc.",61723720,-0.325,119319000,"2021-09-30",13271000,153000,51753000,NA,20229000,NA,NA,281000,NA,72263000,NA,87327000,NA,17070000,115284000,119000,-465667000,NA,422527000,NA,-43021000,-43021000,NA,2228000,NA,8780000,35428000,1556000,6952000,"ACRX"
"48","ACST",1.21124557106703,12.1861036639857,NA,1.36,1.10629919481939,"Acasti Pharma, Inc.",59346188,-0.464,44288200,"2021-09-30",36929000,813000,54545000,NA,43000,NA,65208000,NA,NA,119796000,NA,1116000,NA,4476000,5592000,257995000,-148155000,-6720000,11084000,-6720000,114204000,48996000,764000,4433000,NA,NA,13861000,NA,NA,"ACST"
"49","ACT",0.868000764510526,2.11485993265465,7.5302625,22.57,25.8006693687055,"Enact Holdings, Inc.",3646801920,2.974,162840000,"2021-09-30",451582000,43425000,538879000,5376067000,NA,NA,27788000,48572000,NA,5991306000,254806000,795281000,NA,254806000,1789925000,1628000,1695976000,133955000,2369822000,133955000,4201381000,4201381000,31372000,NA,NA,NA,12500000,NA,739838000,"ACT"
"50","ACTD",-14.4567644393728,7.69075711995388,NA,9.91,-0.855136600431285,"ArcLight Clean Transition Corp.",384675520,NA,31116300,"2021-09-30",1092857,NA,2134685,NA,NA,NA,NA,311171488,NA,313306173,NA,339637295,NA,277565,339914860,778,-26609465,NA,NA,NA,-26608687,-26608687,NA,2e+05,NA,NA,NA,NA,NA,"ACTD"
"51","ACTG",1.314634739907,3.27431780052727,36.9697,4.9,3.71205781589332,"Acacia Research Corporation",242008480,0.132,49591900,"2021-09-30",217957000,21951000,669431000,NA,671000,NA,39826000,39906000,NA,749834000,8e+06,253755000,11948000,204449000,458875000,50000,-382215000,-43270000,649349000,NA,223914000,184088000,761000,2196000,NA,NA,424776000,NA,NA,"ACTG"
"52","ACVA",5.6895596601734,2.15831746356609,NA,17.62,5.03584152084989,"ACV Auctions Inc.",2672778752,-0.565,93285104,"2021-09-30",601651000,250719000,864745000,NA,6620000,69938000,36344000,2613000,NA,980260000,6880000,2342000,NA,400657000,404209000,155000,-218849000,-32000,794777000,-32000,576051000,469769000,12375000,376305000,NA,NA,NA,NA,5e+05,"ACVA"
"53","ACXP",3.09825735328469,21.0399347591436,NA,4.38,1.39755976037119,"Acurx Pharmaceuticals, Inc.",44234412,-1.479,10215800,"2021-09-30",14459046,NA,14989628,NA,NA,NA,NA,NA,NA,14989628,NA,NA,NA,712437,712437,10127,-23921223,NA,38188287,NA,14277191,14277191,NA,12142,NA,NA,NA,NA,NA,"ACXP"
"54","ADAG",2.05688772422366,7.27631209390508,NA,8.79,4.27344675021284,"Adagene Inc.",383039200,-2.504,43576700,"2021-06-30",208274215,1547593,215209118,NA,2593357,NA,NA,59569,NA,217862044,17511083,61919,NA,29576675,31639337,5642,-142846007,-153498,329216570,-153498,186222707,186222707,5387310,2833974,NA,1818857,NA,NA,2000743,"ADAG"
"55","ADAL",18498.9404547989,0.000431933259709775,NA,9.91,0.000701695652173913,"Anthemis Digital Acquisitions I",298554400,NA,2.3e+07,"2021-09-30",458,NA,458,NA,NA,NA,NA,1076030,NA,1076488,927849,NA,NA,1060349,1060349,719,-8861,NA,24281,NA,16139,16139,NA,NA,1076030,NA,NA,NA,NA,"ADAL"
"56","ADAP",2.2538944418496,7.3036439215305,NA,3.52,1.53512073954572,"Adaptimmune Therapeutics plc",540465856,-1.002,156204000,"2021-09-30",42918000,45087000,300450000,NA,50170000,NA,1191000,1717000,NA,353528000,6299000,47704000,NA,41137000,112545000,1337000,-704988000,-10098000,954732000,-10098000,240983000,239792000,3988000,4784000,NA,NA,197202000,1285000,NA,"ADAP"
"57","ADBE",972.830336,1.24798038084247,52.2378,528.18,0.538041193778899,"Adobe Inc.",249044566016,10.02,475800000,"2021-12-03",3.844e+09,1.878e+09,8.651e+09,NA,2.116e+09,1.2721e+10,1.82e+09,1.933e+09,1.085e+09,2.7241e+10,4.787e+09,9.36e+08,NA,6.932e+09,1.2444e+10,NA,2.3905e+10,-1.7536e+10,8.428e+09,-1.37e+08,1.4797e+10,2.56e+08,NA,3.12e+08,NA,NA,1.954e+09,NA,4.123e+09,"ADBE"
"58","ADER",-11.8969446574329,2.1827129221473,NA,9.89,-1.0391324,"26 Capital Acquisition Corp.",339968768,NA,27500000,"2021-09-30",311463,NA,616970,NA,NA,NA,NA,275011574,NA,275628544,272662,303922023,NA,282662,304204685,688,-28576829,NA,NA,NA,-28576141,-28576141,NA,NA,NA,NA,NA,NA,NA,"ADER"
"59","ADES",0.928569508429281,4.14998776608759,2.2907634,6.94,7.39847655193983,"Advanced Emissions Solutions, I",129603232,2.999,18865100,"2021-09-30",66139000,19444000,101766000,3436000,44046000,NA,1452000,31073000,1558000,181773000,7577000,8236000,NA,24522000,40748000,23000,87034000,-47692000,101660000,NA,141025000,139573000,8244000,9125000,7109000,NA,NA,5569000,NA,"ADES"
"60","ADGI",1.02517708259306,12.8212595901902,NA,5.99,5.69169992449574,"Adagio Therapeutics, Inc.",649155456,-14.738,111252000,"2021-09-30",478269000,682000,680155000,NA,NA,NA,NA,6115000,NA,686270000,NA,8000,NA,53049000,53057000,5000,-209067000,3000,842272000,3000,633213000,633213000,8593000,17564000,NA,NA,188053000,NA,NA,"ADGI"
"61","ADI",-21.8609263585063,1.94141201424244,50.430637,174.87,-7.98182086369438,"Analog Devices, Inc.",91665006592,3.46,525331008,"2021-10-30",1977964000,1459056000,5378317000,127856000,2258593000,26918470000,15267170000,2371665000,2267269000,52322071000,996883000,5010223000,NA,2770312000,14329529000,87554000,7517316000,-186565000,30574237000,-186565000,37992542000,-4193098000,NA,443434000,NA,516663000,NA,1200610000,6253212000,"ADI"
"62","ADIL",8.3046101791351,4.07873197316437,NA,2.74,0.315487403743788,"Adial Pharmaceuticals, Inc",54880352,-1.004,20946700,"2021-09-30",7180206,NA,7985525,NA,320606,131495,460183,1548397,NA,10446206,NA,1068014,NA,1957845,3246108,20448,-45112271,NA,52291921,NA,7200098,6608420,235535,185187,1548397,NA,NA,NA,NA,"ADIL"
"63","ADMA",2.59494689559299,5.40507148367596,NA,1.3,0.497119976099768,"ADMA Biologics Inc",252600048,-0.628,195814000,"2021-09-30",34410570,20392621,174785110,NA,55084666,3529509,1907607,3333514,NA,238640406,2024318,2244238,NA,32337243,135860239,13831,-395463301,NA,498229637,NA,102780167,97343051,NA,17282841,NA,NA,NA,114122873,94363008,"ADMA"
"64","ADMP",2.7275756246039,4.5560671824257,NA,0.6609,0.231524293754953,"Adamis Pharmaceuticals Corporat",94021512,-0.421,148886000,"2021-09-30",28731894,7097471,41898300,NA,3080349,NA,NA,97549,NA,45076198,2534915,977299,NA,9196155,10605472,14941,-269311627,-5250,303772662,NA,34470726,34470726,5177475,2453470,NA,NA,NA,NA,NA,"ADMP"
"65","ADN",3.35634246871203,7.03192969789737,NA,5.41,1.59697648555419,"Advent Technologies Holdings, I",274719296,-0.258,51253600,"2021-09-30",92492367,7930188,108364097,NA,7883042,NA,54281798,3435125,1279969,173964062,6755956,22421177,NA,15410293,37831470,5125,-24418878,-717328,161263673,-717328,136132592,81850794,520007,3722624,NA,NA,NA,5598574,NA,"ADN"
"66","ADOC",-197.346916827172,0.582989031258198,NA,10.26,-0.0642334100900147,"Edoc Acquisition Corp.",121109040,NA,9554000,"2021-09-30",412048,NA,504447,NA,NA,NA,NA,91556215,NA,92060662,NA,91809071,NA,865277,92674348,280,-1058700,NA,444734,NA,-613686,-613686,NA,865277,NA,NA,NA,NA,NA,"ADOC"
"67","ADP",54.6058625136492,1.04787607786607,37.180378,234.92,4.30320088090673,"Automatic Data Processing, Inc.",99016810496,6.32,421384000,"2021-09-30",1602100000,2769700000,52047900000,NA,1111100000,2325800000,1211600000,3290800000,NA,59987200000,47197500000,1635400000,NA,49669900000,54636500000,63900000,19754800000,-16047100000,1579100000,-122900000,5350700000,1813300000,47647600000,77800000,2463200000,1200000,28500000,NA,2985500000,"ADP"
"68","ADPT",5.47727406977322,3.81614126260398,NA,20.67,3.70987444378313,"Adaptive Biotechnologies Corpor",2867802112,-1.367,141132000,"2021-09-30",122401000,19122000,467027000,217379000,177266000,118972000,8955000,3008000,NA,992607000,79954000,110638000,34000,122382000,341064000,14000,-657458000,7000,1308946000,7000,651509000,523582000,1e+05,8252000,NA,NA,292639000,18231000,NA,"ADPT"
"69","ADSE",-14.4978880336374,0.886486486486487,NA,8.9,-0.604225955224462,"ADS-TEC ENERGY PLC",427557216,-100.18,48807900,"2021-06-30",NA,3291000,19352000,140000,4397000,NA,15725000,16000,NA,39630000,4064000,29742000,NA,21830000,53396000,32000,-34748000,20950000,NA,20950000,-13766000,-29491000,NA,12496000,NA,NA,NA,16061000,NA,"ADSE"
